COUNT;HORN RULES (filtered)
1/72;Tromsø & kvinne ---> Australia
1/72;Tromsø & kvinne ---> mellom 50 og 60
1/72;forfatter & kvinne ---> Asia
1/72;forfatter & kvinne ---> Bodø
1/72;kvinne & eldre enn 60 ---> Trondheim
1/72;sykepleier & eldre enn 60 ---> mann
1/72;sykepleier & eldre enn 60 ---> Ålesund
1/72;Nord Amerika & mann & mellom 50 og 60 & modell ---> FALSE
1/72;Stavanger & kvinne ---> FALSE
1/72;Trondheim & Australia & kvinne & mellom 40 og 50 ---> FALSE
1/72;mellom 20 og 30 & sykepleier & Europa & mann ---> FALSE
1/72;sykepleier & Bodø & kvinne & mellom 50 og 60 ---> FALSE
1/72;kvinne & mellom 40 og 50 ---> Europa
1/72;kvinne & mellom 40 og 50 ---> sykepleier
1/72;mellom 30 og 40 & kvinne ---> Kristiansand
1/72;mellom 30 og 40 & kvinne ---> Nord Amerika
1/72;mellom 30 og 40 & kvinne ---> modell
1/72;Ålesund & kvinne ---> Afrika
1/72;Bergen & Sør Amerika & kvinne & advokat ---> FALSE
1/72;Tromsø & kvinne ---> FALSE
1/72;yngre enn 20 & Oslo & Asia & mann & modell ---> FALSE
1/72;Bergen & kvinne ---> Australia
1/72;Bergen & kvinne ---> modell
1/72;Bodø & kvinne ---> yngre enn 20
1/72;Kristiansand & Asia ---> forfatter
1/72;Kristiansand & Asia ---> kvinne
1/72;Stavanger & kvinne ---> Europa
1/72;Stavanger & kvinne ---> sykepleier
1/72;Stavanger & mann & modell ---> Asia
1/72;Stavanger & mann & modell ---> mellom 50 og 60
1/72;forfatter & Afrika ---> kvinne
1/72;forfatter & Afrika ---> Ålesund
1/72;forfatter & Oslo & kvinne ---> Sør Amerika
1/72;forfatter & Stavanger & Asia & mann ---> mellom 40 og 50
1/72;forfatter & Tromsø & kvinne ---> Asia
1/72;forfatter & Trondheim & kvinne ---> Asia
1/72;forfatter & Trondheim & kvinne ---> mellom 30 og 40
1/72;sykepleier & Australia ---> Bodø
1/72;sykepleier & Australia ---> kvinne
1/72;sykepleier & Australia ---> yngre enn 20
1/72;sykepleier & Tromsø ---> Asia
1/72;sykepleier & Tromsø ---> eldre enn 60
1/72;yngre enn 20 & Afrika ---> Bergen
1/72;yngre enn 20 & Afrika ---> frisør
1/72;Tromsø & mann & modell ---> FALSE
1/72;kvinne & mellom 50 og 60 ---> FALSE
1/72;mellom 20 og 30 & Tromsø & Australia & kvinne ---> FALSE
1/72;mellom 20 og 30 & Trondheim & Afrika & kvinne ---> FALSE
1/72;sykepleier & Stavanger & Europa & mann ---> FALSE
1/72;sykepleier & Trondheim & Nord Amerika & mann & eldre enn 60 ---> FALSE
1/72;Australia & mann & modell ---> mellom 20 og 30
1/72;Europa & modell ---> mellom 30 og 40
1/72;Kristiansand & kvinne ---> mellom 50 og 60
1/72;Kristiansand & kvinne ---> modell
1/72;forfatter & Australia ---> Stavanger
1/72;forfatter & Australia ---> mann
1/72;forfatter & Australia ---> mellom 30 og 40
1/72;forfatter & Tromsø & Asia & mann ---> mellom 30 og 40
1/72;mann & eldre enn 60 & modell ---> Tromsø
1/72;sykepleier & Kristiansand & Afrika & mann ---> mellom 40 og 50
1/72;Australia & mellom 50 og 60 ---> FALSE
1/72;forfatter & Tromsø & Nord Amerika & mann ---> FALSE
1/72;sykepleier & Bergen & Asia & mann & eldre enn 60 ---> FALSE
1/72;yngre enn 20 & Oslo & Australia & kvinne ---> FALSE
1/72;yngre enn 20 & forfatter & Bodø & Asia & mann ---> FALSE
1/72;yngre enn 20 & sykepleier & Ålesund & Sør Amerika & kvinne ---> FALSE
1/72;Afrika & kvinne & eldre enn 60 ---> Trondheim
1/72;Tromsø & kvinne ---> mellom 40 og 50
1/72;mellom 20 og 30 & kvinne ---> Afrika
1/72;sykepleier & Trondheim ---> kvinne
1/72;sykepleier & Trondheim ---> yngre enn 20
1/72;yngre enn 20 & Australia ---> Oslo
1/72;yngre enn 20 & Kristiansand & Afrika & kvinne ---> sykepleier
1/72;Asia & eldre enn 60 ---> FALSE
1/72;Bodø & mann & modell ---> FALSE
1/72;Oslo & Nord Amerika & kvinne ---> FALSE
1/72;Trondheim & kvinne & mellom 40 og 50 & modell ---> FALSE
1/72;forfatter & Stavanger & mellom 30 og 40 & Nord Amerika & kvinne ---> FALSE
1/72;mellom 20 og 30 & Stavanger & Australia & mann & modell ---> FALSE
1/72;sykepleier & Oslo & Europa & mann ---> FALSE
1/72;Ålesund & Afrika & kvinne & mellom 40 og 50 & modell ---> FALSE
1/72;Asia & mellom 50 og 60 ---> Kristiansand
1/72;Asia & mellom 50 og 60 ---> mann
1/72;Asia & mellom 50 og 60 ---> sykepleier
1/72;Bergen & Afrika & kvinne ---> mellom 50 og 60
1/72;Bergen & Afrika & kvinne ---> modell
1/72;Bergen & modell ---> kvinne
1/72;Bodø & Sør Amerika ---> modell
1/72;Nord Amerika & kvinne & mellom 40 og 50 ---> sykepleier
1/72;Nord Amerika & mellom 50 og 60 ---> kvinne
1/72;Oslo & Nord Amerika & kvinne ---> mellom 30 og 40
1/72;Oslo & Sør Amerika & kvinne ---> sykepleier
1/72;Oslo & mellom 50 og 60 ---> Europa
1/72;Oslo & mellom 50 og 60 ---> mann
1/72;Oslo & mellom 50 og 60 ---> modell
1/72;Tromsø & kvinne & eldre enn 60 ---> Afrika
1/72;Trondheim & kvinne & mellom 50 og 60 ---> Sør Amerika
1/72;Trondheim & modell ---> kvinne
1/72;forfatter & Bodø ---> mann
1/72;forfatter & Kristiansand & Sør Amerika & mann ---> eldre enn 60
1/72;forfatter & Ålesund & kvinne ---> Afrika
1/72;mellom 20 og 30 & Asia & kvinne ---> modell
1/72;sykepleier & Kristiansand ---> mann
1/72;sykepleier & mellom 30 og 40 & kvinne ---> Afrika
1/72;Asia & kvinne & mellom 40 og 50 ---> FALSE
1/72;Oslo & kvinne & mellom 40 og 50 ---> FALSE
1/72;Tromsø & kvinne & mellom 40 og 50 ---> FALSE
1/72;forfatter & Nord Amerika & kvinne ---> FALSE
1/72;forfatter & Trondheim & Australia & mann ---> FALSE
1/72;sykepleier & Stavanger & kvinne ---> FALSE
1/72;sykepleier & Trondheim & Nord Amerika & mann ---> FALSE
1/72;sykepleier & Ålesund & kvinne ---> FALSE
1/72;yngre enn 20 & Bodø & Europa & mann & modell ---> FALSE
1/72;yngre enn 20 & Oslo & Asia & kvinne ---> FALSE
1/72;yngre enn 20 & sykepleier & Trondheim & Afrika & mann ---> FALSE
1/72;Ålesund & Nord Amerika & kvinne ---> FALSE
1/72;Ålesund & kvinne & mellom 50 og 60 ---> FALSE
1/72;Afrika & mann & modell ---> mellom 40 og 50
1/72;Afrika & mann & modell ---> Ålesund
1/72;Asia & mellom 40 og 50 ---> Bodø
1/72;Asia & mellom 40 og 50 ---> mann
1/72;Bergen & Europa ---> sykepleier
1/72;Bergen & mann & modell ---> mellom 30 og 40
1/72;Kristiansand & Asia & kvinne ---> yngre enn 20
1/72;Kristiansand & Europa & kvinne ---> yngre enn 20
1/72;Nord Amerika & mann & modell ---> mellom 20 og 30
1/72;Nord Amerika & mann & modell ---> Ålesund
1/72;Tromsø & Asia ---> mellom 20 og 30
1/72;Tromsø & Asia ---> sykepleier
1/72;Trondheim & mellom 30 og 40 & kvinne ---> Afrika
1/72;Trondheim & mellom 30 og 40 & kvinne ---> forfatter
1/72;forfatter & Australia & mann ---> Tromsø
1/72;forfatter & Sør Amerika ---> mann
1/72;mellom 20 og 30 & Asia ---> mann
1/72;mellom 20 og 30 & forfatter & kvinne ---> Bergen
1/72;mellom 30 og 40 & Nord Amerika & kvinne ---> modell
1/72;mellom 30 og 40 & Tromsø & kvinne & modell ---> Nord Amerika
1/72;yngre enn 20 & sykepleier ---> kvinne
1/72;forfatter & Asia ---> FALSE
1/72;fotograf & Australia & kvinne ---> FALSE
1/72;mellom 20 og 30 & Europa & kvinne ---> FALSE
1/72;mellom 20 og 30 & Stavanger & kvinne & modell ---> FALSE
1/72;mellom 20 og 30 & fotograf & Bodø & Nord Amerika & kvinne ---> FALSE
1/72;mellom 20 og 30 & sykepleier & Kristiansand & Australia & kvinne ---> FALSE
1/72;yngre enn 20 & Trondheim & Nord Amerika & kvinne ---> FALSE
1/72;Bergen & mellom 40 og 50 ---> mann
1/72;Kristiansand & Australia ---> advokat
1/72;Kristiansand & Australia ---> yngre enn 20
1/72;Kristiansand & kvinne & eldre enn 60 ---> Europa
1/72;Kristiansand & kvinne & eldre enn 60 ---> modell
1/72;Oslo & Asia & kvinne ---> modell
1/72;Oslo & kvinne & mellom 40 og 50 ---> Asia
1/72;Oslo & kvinne & mellom 40 og 50 ---> modell
1/72;Oslo & kvinne & mellom 50 og 60 ---> Asia
1/72;Stavanger & Europa & kvinne ---> eldre enn 60
1/72;Stavanger & Europa & kvinne ---> sykepleier
1/72;sykepleier & mellom 40 og 50 ---> Sør Amerika
1/72;yngre enn 20 & sykepleier & mann ---> Kristiansand
1/72;yngre enn 20 & sykepleier & mann ---> Nord Amerika
1/72;Europa & kvinne & mellom 40 og 50 ---> FALSE
1/72;Europa & kvinne & mellom 50 og 60 ---> FALSE
1/72;Kristiansand & Sør Amerika & mann & mellom 50 og 60 & modell ---> FALSE
1/72;Trondheim & Asia & mann & modell ---> FALSE
1/72;forfatter & Kristiansand & mellom 30 og 40 & kvinne ---> FALSE
1/72;forfatter & Stavanger & kvinne ---> FALSE
1/72;mellom 20 og 30 & Tromsø & Asia & kvinne ---> FALSE
1/72;mellom 30 og 40 & Bodø & Asia & kvinne & modell ---> FALSE
1/72;yngre enn 20 & Bergen & Asia & kvinne ---> FALSE
1/72;yngre enn 20 & Stavanger & kvinne ---> FALSE
1/72;Ålesund & kvinne ---> FALSE
1/72;Kristiansand & Australia & kvinne ---> frisør
1/72;Kristiansand & Australia & kvinne ---> yngre enn 20
1/72;Oslo & eldre enn 60 ---> Afrika
1/72;Oslo & eldre enn 60 ---> frisør
1/72;Oslo & eldre enn 60 ---> kvinne
1/72;mann & modell ---> Trondheim
1/72;forfatter & Stavanger & Afrika & kvinne ---> FALSE
1/72;frisør & Bodø & Afrika & mann & mellom 50 og 60 ---> FALSE
1/72;frisør & Kristiansand & Europa & mann & mellom 50 og 60 ---> FALSE
1/72;yngre enn 20 & Tromsø & kvinne & modell ---> FALSE
1/72;Bodø & kvinne ---> mellom 50 og 60
1/72;Bodø & kvinne ---> sykepleier
1/72;frisør & Trondheim & mellom 30 og 40 & Europa & mann ---> FALSE
1/72;Ålesund & Sør Amerika & kvinne & mellom 50 og 60 ---> FALSE
1/72;Stavanger & Afrika ---> kvinne
1/72;Stavanger & Afrika ---> sykepleier
1/72;sykepleier & mann ---> yngre enn 20
1/72;Ålesund & kvinne ---> Sør Amerika
1/72;Ålesund & kvinne ---> mellom 40 og 50
1/72;Bodø & Asia & kvinne ---> FALSE
1/72;frisør & mellom 30 og 40 & Afrika & mann ---> FALSE
1/72;Stavanger & kvinne & mellom 40 og 50 ---> Europa
1/72;frisør & Asia & mann ---> Bodø
1/72;sykepleier & Nord Amerika ---> Tromsø
1/72;sykepleier & Nord Amerika ---> kvinne
1/72;sykepleier & Sør Amerika ---> Stavanger
1/72;sykepleier & Sør Amerika ---> mellom 50 og 60
1/72;yngre enn 20 & Asia & kvinne ---> Bodø
1/72;Asia & mann & mellom 50 og 60 & modell ---> FALSE
1/72;Bergen & mann & eldre enn 60 & modell ---> FALSE
1/72;Kristiansand & mellom 30 og 40 & mann & modell ---> FALSE
1/72;Stavanger & Afrika & kvinne ---> FALSE
1/72;Stavanger & Nord Amerika & mann & eldre enn 60 & modell ---> FALSE
1/72;Trondheim & Afrika & mann & eldre enn 60 & modell ---> FALSE
1/72;frisør & mellom 30 og 40 & Tromsø & kvinne ---> FALSE
1/72;mellom 30 og 40 & Sør Amerika & kvinne ---> FALSE
1/72;sykepleier & Asia & mann ---> FALSE
1/72;sykepleier & Oslo & Europa & mann & mellom 50 og 60 ---> FALSE
1/72;Ålesund & Asia & kvinne & eldre enn 60 ---> FALSE
1/72;Bergen & Afrika & kvinne ---> yngre enn 20
1/72;Europa & kvinne & mellom 50 og 60 ---> Tromsø
1/72;Europa & kvinne & mellom 50 og 60 ---> frisør
1/72;Oslo & Nord Amerika ---> kvinne
1/72;Stavanger & Sør Amerika ---> kvinne
1/72;Stavanger & Sør Amerika ---> sykepleier
1/72;Trondheim & mellom 30 og 40 & kvinne ---> Asia
1/72;Trondheim & mellom 30 og 40 & kvinne ---> frisør
1/72;frisør & Asia & mann ---> Ålesund
1/72;mellom 20 og 30 & sykepleier & mann ---> Bodø
1/72;mellom 20 og 30 & sykepleier & mann ---> Nord Amerika
1/72;sykepleier & Europa & mann ---> Trondheim
1/72;sykepleier & Europa & mann ---> eldre enn 60
1/72;Bodø & Europa & kvinne & eldre enn 60 ---> FALSE
1/72;Stavanger & mellom 30 og 40 & Asia & kvinne ---> FALSE
1/72;Tromsø & Afrika & kvinne ---> FALSE
1/72;Tromsø & eldre enn 60 ---> FALSE
1/72;frisør & Trondheim & Afrika & mann ---> FALSE
1/72;mellom 20 og 30 & Asia & mann & modell ---> FALSE
1/72;mellom 20 og 30 & Kristiansand & mann & modell ---> FALSE
1/72;sykepleier & Australia & mann ---> FALSE
1/72;sykepleier & Bergen & kvinne ---> FALSE
1/72;yngre enn 20 & Oslo & Europa & kvinne ---> FALSE
1/72;Stavanger & Nord Amerika ---> kvinne
1/72;Stavanger & Nord Amerika ---> mellom 20 og 30
1/72;Stavanger & Nord Amerika ---> modell
1/72;Sør Amerika & mellom 50 og 60 ---> mann
1/72;Trondheim & kvinne & mellom 50 og 60 ---> Europa
1/72;Trondheim & kvinne & mellom 50 og 60 ---> frisør
1/72;mellom 20 og 30 & Oslo ---> Nord Amerika
1/72;mellom 20 og 30 & Oslo ---> frisør
1/72;mellom 30 og 40 & Tromsø ---> Asia
1/72;Bodø & kvinne & mellom 40 og 50 ---> FALSE
1/72;mellom 20 og 30 & frisør & Bergen & Sør Amerika & mann ---> FALSE
1/72;mellom 20 og 30 & frisør & Trondheim & Europa & mann ---> FALSE
1/72;sykepleier & Bergen & Nord Amerika & mann ---> FALSE
1/72;sykepleier & Stavanger & mellom 30 og 40 & Asia & mann ---> FALSE
1/72;Bergen & mellom 30 og 40 & kvinne ---> Afrika
1/72;Bergen & mellom 30 og 40 & kvinne ---> sykepleier
1/72;Bodø & Nord Amerika & kvinne ---> modell
1/72;mellom 20 og 30 & Bodø ---> mann
1/72;mellom 20 og 30 & Tromsø & Asia & kvinne ---> modell
1/72;mellom 20 og 30 & sykepleier & mann ---> Tromsø
1/72;sykepleier & Europa ---> kvinne
1/72;sykepleier & Europa ---> mellom 50 og 60
1/72;sykepleier & Oslo & mann ---> mellom 30 og 40
1/72;yngre enn 20 & Bodø & kvinne ---> Europa
1/72;yngre enn 20 & Bodø & kvinne ---> modell
1/72;yngre enn 20 & Europa & kvinne ---> modell
1/72;Ålesund & mann & modell ---> mellom 50 og 60
1/72;Asia & kvinne & mellom 50 og 60 ---> FALSE
1/72;Bodø & Afrika & mann & modell ---> FALSE
1/72;Oslo & Asia & kvinne ---> FALSE
1/72;Stavanger & Afrika & mann & mellom 40 og 50 & modell ---> FALSE
1/72;Tromsø & Sør Amerika & kvinne & eldre enn 60 ---> FALSE
1/72;Trondheim & Asia ---> FALSE
1/72;yngre enn 20 & Kristiansand ---> FALSE
1/72;Ålesund & Afrika & kvinne & eldre enn 60 ---> FALSE
1/72;Bodø & kvinne & mellom 50 og 60 & modell ---> Sør Amerika
1/72;Kristiansand & Australia & kvinne ---> mellom 50 og 60
1/72;Nord Amerika & kvinne & mellom 40 og 50 ---> frisør
1/72;Stavanger & eldre enn 60 ---> mann
1/72;Tromsø & modell ---> Europa
1/72;Tromsø & modell ---> kvinne
1/72;Tromsø & modell ---> mellom 50 og 60
1/72;Trondheim & mellom 50 og 60 ---> mann
1/72;frisør & Afrika & mann ---> eldre enn 60
1/72;frisør & Asia ---> kvinne
1/72;frisør & Europa ---> kvinne
1/72;frisør & Kristiansand ---> kvinne
1/72;frisør & Trondheim ---> kvinne
1/72;mann & eldre enn 60 & modell ---> Trondheim
1/72;mellom 30 og 40 & Tromsø & kvinne ---> sykepleier
1/72;sykepleier & Afrika & mann ---> eldre enn 60
1/72;sykepleier & Europa & mann ---> Oslo
1/72;sykepleier & Europa & mann ---> yngre enn 20
1/72;sykepleier & Kristiansand & mann ---> Asia
1/72;yngre enn 20 & Stavanger & kvinne ---> Europa
1/72;Stavanger & Nord Amerika & mann & modell ---> FALSE
1/72;frisør & Tromsø & Nord Amerika & mann & eldre enn 60 ---> FALSE
1/72;yngre enn 20 & Bergen & Sør Amerika & kvinne ---> FALSE
1/72;Asia & kvinne & eldre enn 60 ---> Oslo
1/72;Australia & kvinne & mellom 50 og 60 ---> Bodø
1/72;Australia & kvinne & mellom 50 og 60 ---> frisør
1/72;Bodø & Afrika ---> sykepleier
1/72;Europa & kvinne & mellom 50 og 60 ---> Kristiansand
1/72;Europa & kvinne & mellom 50 og 60 ---> sykepleier
1/72;Europa & mann & modell ---> yngre enn 20
1/72;Oslo & Australia & kvinne & eldre enn 60 ---> frisør
1/72;Tromsø & Europa ---> kvinne
1/72;Tromsø & Europa ---> sykepleier
1/72;mellom 20 og 30 & Europa ---> mann
1/72;mellom 20 og 30 & Sør Amerika & kvinne ---> frisør
1/72;sykepleier & Afrika & mann ---> yngre enn 20
1/72;Ålesund & Afrika ---> mann
1/72;Ålesund & Afrika ---> mellom 40 og 50
1/72;Oslo & mellom 30 og 40 & Europa & kvinne ---> FALSE
1/72;frisør & mellom 30 og 40 & Bodø & kvinne ---> FALSE
1/72;mann & eldre enn 60 & modell ---> FALSE
1/72;mellom 20 og 30 & Bodø & Nord Amerika ---> FALSE
1/72;mellom 20 og 30 & Kristiansand & Australia & kvinne ---> FALSE
1/72;sykepleier & Tromsø & Sør Amerika & mann & mellom 50 og 60 ---> FALSE
1/72;sykepleier & Ålesund & Nord Amerika & mann & mellom 50 og 60 ---> FALSE
1/72;yngre enn 20 & Bergen & Europa & kvinne ---> FALSE
